age,gender,weight_kg,activity_level,purpose,lean_body_mass_kg,bmr,protein_need_per_lean_kg_sedentary,protein_need_per_lean_kg_active,protein_need_per_lean_kg_very_active,protein_per_kg_min,protein_per_kg_moderate,protein_per_kg_max,activity_protein_multiplier,adjusted_protein_need,age_protein_factor,protein_for_age_group,gender_protein_base,protein_gender_adjusted,purpose_protein_multiplier,protein_for_purpose,lean_to_total_ratio,muscle_mass_score,bmr_per_kg,protein_metabolic_need,training_intensity,recovery_protein_need,protein_g
32,Male,55.3,lightly_active,maintain,48.7,1478,77.92,107.14,126.62,44.24,66.36,110.6,1.1,107.14,1,66.36,1.4,77.42,1,97.4,0.880650995,42.88770344,26.72694394,14.78,1,97.4,58
18,Female,49.1,moderately_active,weight_gain,38.6,1231,61.76,84.92,100.36,39.28,58.92,98.2,1.4,108.08,1,58.92,1.2,58.92,1.5,115.8,0.786150713,30.34541752,25.0712831,12.31,4,100.36,74
30,Male,75.1,sedentary,muscle_gain,59.8,1682,95.68,131.56,155.48,60.08,90.12,150.2,0.8,95.68,1,90.12,1.4,105.14,1,119.6,0.796271638,47.61704394,22.39680426,16.82,0,107.64,148
42,Male,62,very_active,weight_loss,49.6,1453,79.36,109.12,128.96,49.6,74.4,124,1.7,168.64,1,74.4,1.4,86.8,1.3,128.96,0.8,39.68,23.43548387,14.53,0,89.28,116
36,Male,64,moderately_active,muscle_gain,53.7,1561,85.92,118.14,139.62,51.2,76.8,128,1.4,150.36,1,76.8,1.4,89.6,1,107.4,0.8390625,45.05765625,24.390625,15.61,2,118.14,138
25,Female,63.1,sedentary,weight_loss,42.6,1299,68.16,93.72,110.76,50.48,75.72,126.2,0.8,68.16,1,75.72,1.2,75.72,1.3,110.76,0.675118859,28.76006339,20.58637084,12.99,0,76.68,145
52,Male,86,sedentary,muscle_gain,61.1,1700,97.76,134.42,158.86,68.8,103.2,172,0.8,97.76,1.2,123.84,1.4,120.4,1,122.2,0.710465116,43.4094186,19.76744186,17,0,109.98,172
32,Male,77.4,sedentary,maintain,59.5,1673,95.2,130.9,154.7,61.92,92.88,154.8,0.8,95.2,1,92.88,1.4,108.36,1,119,0.76873385,45.73966408,21.61498708,16.73,0,107.1,79
18,Male,69.4,sedentary,weight_loss,58.1,1658,92.96,127.82,151.06,55.52,83.28,138.8,0.8,92.96,1,83.28,1.4,97.16,1.3,151.06,0.837175793,48.63991354,23.89048991,16.58,0,104.58,133
31,Male,68.5,moderately_active,maintain,55.8,1599,89.28,122.76,145.08,54.8,82.2,137,1.4,156.24,1,82.2,1.4,95.9,1,111.6,0.81459854,45.45459854,23.34306569,15.99,2,122.76,91
43,Female,76,sedentary,maintain,46.8,1398,74.88,102.96,121.68,60.8,91.2,152,0.8,74.88,1,91.2,1.2,91.2,1,93.6,0.615789474,28.81894737,18.39473684,13.98,0,84.24,97
60,Female,79.4,sedentary,maintain,46.3,1382,74.08,101.86,120.38,63.52,95.28,158.8,0.8,74.08,1.2,114.336,1.2,95.28,1,92.6,0.583123426,26.99861461,17.40554156,13.82,0,83.34,106
44,Female,58.1,moderately_active,weight_loss,39.9,1219,63.84,87.78,103.74,46.48,69.72,116.2,1.4,111.72,1,69.72,1.2,69.72,1.3,103.74,0.686746988,27.40120482,20.98106713,12.19,0,71.82,106
64,Female,81.5,moderately_active,weight_loss,40.8,1282,65.28,89.76,106.08,65.2,97.8,163,1.4,114.24,1.2,117.36,1.2,97.8,1.3,106.08,0.500613497,20.42503067,15.73006135,12.82,0,73.44,161
35,Male,61.5,very_active,muscle_gain,49.8,1463,79.68,109.56,129.48,49.2,73.8,123,1.7,169.32,1,73.8,1.4,86.1,1,99.6,0.809756098,40.32585366,23.78861789,14.63,3,119.52,117
41,Male,80.9,lightly_active,weight_loss,62.5,1734,100,137.5,162.5,64.72,97.08,161.8,1.1,137.5,1,97.08,1.4,113.26,1.3,162.5,0.772558714,48.28491965,21.43386897,17.34,0,112.5,178
19,Female,69,lightly_active,weight_gain,48,1431,76.8,105.6,124.8,55.2,82.8,138,1.1,105.6,1,82.8,1.2,82.8,1.5,144,0.695652174,33.39130435,20.73913043,14.31,2,105.6,101
30,Male,71.6,sedentary,maintain,57.6,1635,92.16,126.72,149.76,57.28,85.92,143.2,0.8,92.16,1,85.92,1.4,100.24,1,115.2,0.804469274,46.33743017,22.83519553,16.35,0,103.68,73
22,Male,65.8,sedentary,weight_loss,56.1,1619,89.76,123.42,145.86,52.64,78.96,131.6,0.8,89.76,1,78.96,1.4,92.12,1.3,145.86,0.852583587,47.82993921,24.60486322,16.19,0,100.98,149
38,Female,64.2,very_active,weight_loss,44,1324,70.4,96.8,114.4,51.36,77.04,128.4,1.7,149.6,1,77.04,1.2,77.04,1.3,114.4,0.685358255,30.15576324,20.62305296,13.24,0,79.2,138
26,Female,54.1,sedentary,muscle_gain,39.8,1236,63.68,87.56,103.48,43.28,64.92,108.2,0.8,63.68,1,64.92,1.2,64.92,1,79.6,0.735674677,29.27985213,22.84658041,12.36,0,71.64,106
16,Female,38,lightly_active,maintain,31.6,1093,50.56,69.52,82.16,30.4,45.6,76,1.1,69.52,1,45.6,1.2,45.6,1,63.2,0.831578947,26.27789474,28.76315789,10.93,1,63.2,50
44,Female,62.1,very_active,weight_loss,39.4,1207,63.04,86.68,102.44,49.68,74.52,124.2,1.7,133.96,1,74.52,1.2,74.52,1.3,102.44,0.634460548,24.99774557,19.43639291,12.07,0,70.92,128
69,Male,62.3,sedentary,maintain,45.2,1324,72.32,99.44,117.52,49.84,74.76,124.6,0.8,72.32,1.2,89.712,1.4,87.22,1,90.4,0.725521669,32.79357945,21.25200642,13.24,0,81.36,72
23,Male,54.9,sedentary,muscle_gain,48.6,1476,77.76,106.92,126.36,43.92,65.88,109.8,0.8,77.76,1,65.88,1.4,76.86,1,97.2,0.885245902,43.02295082,26.8852459,14.76,0,87.48,104
69,Male,91.3,sedentary,maintain,60.1,1679,96.16,132.22,156.26,73.04,109.56,182.6,0.8,96.16,1.2,131.472,1.4,127.82,1,120.2,0.658269441,39.56199343,18.38992333,16.79,0,108.18,123
38,Female,58.8,very_active,weight_loss,40.2,1230,64.32,88.44,104.52,47.04,70.56,117.6,1.7,136.68,1,70.56,1.2,70.56,1.3,104.52,0.683673469,27.48367347,20.91836735,12.3,0,72.36,108
31,Female,63.8,very_active,muscle_gain,44.2,1333,70.72,97.24,114.92,51.04,76.56,127.6,1.7,150.28,1,76.56,1.2,76.56,1,88.4,0.692789969,30.62131661,20.89341693,13.33,3,106.08,126
39,Male,75.2,sedentary,weight_loss,60,1683,96,132,156,60.16,90.24,150.4,0.8,96,1,90.24,1.4,105.28,1.3,156,0.79787234,47.87234043,22.38031915,16.83,0,108,155
28,Male,72.9,moderately_active,muscle_gain,59.6,1681,95.36,131.12,154.96,58.32,87.48,145.8,1.4,166.88,1,87.48,1.4,102.06,1,119.2,0.817558299,48.72647462,23.05898491,16.81,2,131.12,138
23,Male,75.5,extra_active,weight_gain,64.1,1789,102.56,141.02,166.66,60.4,90.6,151,0.8,102.56,1,90.6,1.4,105.7,1.5,192.3,0.849006623,54.4213245,23.69536424,17.89,0,115.38,130
33,Female,49.4,lightly_active,maintain,37.1,1175,59.36,81.62,96.46,39.52,59.28,98.8,1.1,81.62,1,59.28,1.2,59.28,1,74.2,0.751012146,27.86255061,23.7854251,11.75,1,74.2,58
27,Female,61.6,moderately_active,weight_gain,43.4,1315,69.44,95.48,112.84,49.28,73.92,123.2,1.4,121.52,1,73.92,1.2,73.92,1.5,130.2,0.704545455,30.57727273,21.3474026,13.15,4,112.84,92
32,Male,69.8,sedentary,weight_loss,56.1,1602,89.76,123.42,145.86,55.84,83.76,139.6,0.8,89.76,1,83.76,1.4,97.72,1.3,145.86,0.803724928,45.08896848,22.9512894,16.02,0,100.98,153
25,Female,79.8,moderately_active,maintain,54,1571,86.4,118.8,140.4,63.84,95.76,159.6,1.4,151.2,1,95.76,1.2,95.76,1,108,0.676691729,36.54135338,19.68671679,15.71,2,118.8,85
56,Female,44.6,lightly_active,weight_loss,32.8,1063,52.48,72.16,85.28,35.68,53.52,89.2,1.1,72.16,1.2,64.224,1.2,53.52,1.3,85.28,0.735426009,24.12197309,23.83408072,10.63,0,59.04,89
53,Male,77.4,moderately_active,weight_gain,53.8,1537,86.08,118.36,139.88,61.92,92.88,154.8,1.4,150.64,1.2,111.456,1.4,108.36,1.5,161.4,0.695090439,37.39586563,19.85788114,15.37,4,139.88,139
41,Female,63.6,moderately_active,muscle_gain,45,1350,72,99,117,50.88,76.32,127.2,1.4,126,1,76.32,1.2,76.32,1,90,0.70754717,31.83962264,21.22641509,13.5,2,99,137
23,Male,65.8,moderately_active,maintain,56.5,1629,90.4,124.3,146.9,52.64,78.96,131.6,1.4,158.2,1,78.96,1.4,92.12,1,113,0.858662614,48.51443769,24.75683891,16.29,2,124.3,83
64,Male,80,very_active,weight_loss,55.4,1565,88.64,121.88,144.04,64,96,160,1.7,188.36,1.2,115.2,1.4,112,1.3,144.04,0.6925,38.3645,19.5625,15.65,0,99.72,156
54,Male,66.7,sedentary,muscle_gain,52.2,1503,83.52,114.84,135.72,53.36,80.04,133.4,0.8,83.52,1.2,96.048,1.4,93.38,1,104.4,0.782608696,40.85217391,22.53373313,15.03,0,93.96,138
48,Female,51,sedentary,weight_gain,35.2,1100,56.32,77.44,91.52,40.8,61.2,102,0.8,56.32,1,61.2,1.2,61.2,1.5,105.6,0.690196078,24.29490196,21.56862745,11,0,63.36,79
61,Female,66.1,sedentary,maintain,40.1,1215,64.16,88.22,104.26,52.88,79.32,132.2,0.8,64.16,1.2,95.184,1.2,79.32,1,80.2,0.606656581,24.3269289,18.38124054,12.15,0,72.18,71
48,Male,65.4,lightly_active,maintain,51.4,1488,82.24,113.08,133.64,52.32,78.48,130.8,1.1,113.08,1,78.48,1.4,91.56,1,102.8,0.785932722,40.3969419,22.75229358,14.88,1,102.8,72
68,Female,52.5,lightly_active,weight_loss,33.7,1041,53.92,74.14,87.62,42,63,105,1.1,74.14,1.2,75.6,1.2,63,1.3,87.62,0.641904762,21.63219048,19.82857143,10.41,0,60.66,102
49,Male,70.3,lightly_active,muscle_gain,55.5,1581,88.8,122.1,144.3,56.24,84.36,140.6,1.1,122.1,1,84.36,1.4,98.42,1,111,0.789473684,43.81578947,22.48933144,15.81,1,111,134
33,Female,58.9,extra_active,muscle_gain,41.2,1260,65.92,90.64,107.12,47.12,70.68,117.8,0.8,65.92,1,70.68,1.2,70.68,1,82.4,0.699490662,28.81901528,21.39219015,12.6,0,74.16,111
19,Female,45.3,moderately_active,muscle_gain,36.3,1186,58.08,79.86,94.38,36.24,54.36,90.6,1.4,101.64,1,54.36,1.2,54.36,1,72.6,0.801324503,29.08807947,26.18101545,11.86,2,79.86,98
18,Male,77.3,sedentary,maintain,63.5,1770,101.6,139.7,165.1,61.84,92.76,154.6,0.8,101.6,1,92.76,1.4,108.22,1,127,0.821474774,52.16364812,22.89780078,17.7,0,114.3,93
31,Male,95.2,lightly_active,weight_loss,70.3,1912,112.48,154.66,182.78,76.16,114.24,190.4,1.1,154.66,1,114.24,1.4,133.28,1.3,182.78,0.738445378,51.91271008,20.08403361,19.12,0,126.54,188
46,Female,64.1,very_active,weight_loss,43.5,1306,69.6,95.7,113.1,51.28,76.92,128.2,1.7,147.9,1,76.92,1.2,76.92,1.3,113.1,0.678627145,29.52028081,20.37441498,13.06,0,78.3,143
42,Male,75.6,sedentary,muscle_gain,57.9,1632,92.64,127.38,150.54,60.48,90.72,151.2,0.8,92.64,1,90.72,1.4,105.84,1,115.8,0.765873016,44.34404762,21.58730159,16.32,0,104.22,166
46,Female,59.5,lightly_active,muscle_gain,39.6,1208,63.36,87.12,102.96,47.6,71.4,119,1.1,87.12,1,71.4,1.2,71.4,1,79.2,0.665546218,26.35563025,20.30252101,12.08,1,79.2,107
46,Male,72.6,moderately_active,muscle_gain,58.4,1652,93.44,128.48,151.84,58.08,87.12,145.2,1.4,163.52,1,87.12,1.4,101.64,1,116.8,0.804407713,46.97741047,22.75482094,16.52,2,128.48,150
41,Female,50.6,sedentary,maintain,34.1,1072,54.56,75.02,88.66,40.48,60.72,101.2,0.8,54.56,1,60.72,1.2,60.72,1,68.2,0.673913043,22.98043478,21.18577075,10.72,0,61.38,63
25,Male,74.8,moderately_active,weight_gain,61.8,1732,98.88,135.96,160.68,59.84,89.76,149.6,1.4,173.04,1,89.76,1.4,104.72,1.5,185.4,0.826203209,51.05935829,23.15508021,17.32,4,160.68,123
43,Male,88.4,sedentary,weight_loss,62.7,1743,100.32,137.94,163.02,70.72,106.08,176.8,0.8,100.32,1,106.08,1.4,123.76,1.3,163.02,0.709276018,44.47160633,19.71719457,17.43,0,112.86,175
50,Male,78,lightly_active,weight_gain,58.6,1642,93.76,128.92,152.36,62.4,93.6,156,1.1,128.92,1.2,112.32,1.4,109.2,1.5,175.8,0.751282051,44.02512821,21.05128205,16.42,2,128.92,116
33,Female,68.2,extra_active,weight_loss,45.2,1357,72.32,99.44,117.52,54.56,81.84,136.4,0.8,72.32,1,81.84,1.2,81.84,1.3,117.52,0.662756598,29.95659824,19.8973607,13.57,0,81.36,142
19,Male,79.1,lightly_active,maintain,65.9,1822,105.44,144.98,171.34,63.28,94.92,158.2,1.1,144.98,1,94.92,1.4,110.74,1,131.8,0.83312263,54.90278129,23.03413401,18.22,1,131.8,106
29,Male,65.9,very_active,weight_gain,55.5,1602,88.8,122.1,144.3,52.72,79.08,131.8,1.7,188.7,1,79.08,1.4,92.26,1.5,166.5,0.842185129,46.74127466,24.30955994,16.02,6,166.5,108
18,Female,39.3,very_active,weight_gain,31.8,1080,50.88,69.96,82.68,31.44,47.16,78.6,1.7,108.12,1,47.16,1.2,47.16,1.5,95.4,0.809160305,25.73129771,27.48091603,10.8,6,95.4,56
18,Female,52.6,lightly_active,maintain,38.9,1220,62.24,85.58,101.14,42.08,63.12,105.2,1.1,85.58,1,63.12,1.2,63.12,1,77.8,0.739543726,28.76825095,23.19391635,12.2,1,77.8,67
35,Male,76.4,very_active,weight_loss,59.1,1662,94.56,130.02,153.66,61.12,91.68,152.8,1.7,200.94,1,91.68,1.4,106.96,1.3,153.66,0.773560209,45.71740838,21.7539267,16.62,0,106.38,171
33,Female,58.6,sedentary,weight_loss,42.1,1285,67.36,92.62,109.46,46.88,70.32,117.2,0.8,67.36,1,70.32,1.2,70.32,1.3,109.46,0.718430034,30.24590444,21.92832765,12.85,0,75.78,123
40,Female,57.7,lightly_active,maintain,41.5,1269,66.4,91.3,107.9,46.16,69.24,115.4,1.1,91.3,1,69.24,1.2,69.24,1,83,0.719237435,29.84835355,21.99306759,12.69,1,83,78
69,Male,84.6,very_active,maintain,54,1544,86.4,118.8,140.4,67.68,101.52,169.2,1.7,183.6,1.2,121.824,1.4,118.44,1,108,0.638297872,34.46808511,18.25059102,15.44,3,129.6,91
43,Male,56.1,lightly_active,maintain,44.8,1344,71.68,98.56,116.48,44.88,67.32,112.2,1.1,98.56,1,67.32,1.4,78.54,1,89.6,0.798573975,35.77611408,23.95721925,13.44,1,89.6,73
22,Female,47.2,moderately_active,weight_loss,37.4,1205,59.84,82.28,97.24,37.76,56.64,94.4,1.4,104.72,1,56.64,1.2,56.64,1.3,97.24,0.792372881,29.63474576,25.52966102,12.05,0,67.32,96
20,Female,55.4,sedentary,maintain,41.7,1289,66.72,91.74,108.42,44.32,66.48,110.8,0.8,66.72,1,66.48,1.2,66.48,1,83.4,0.752707581,31.38790614,23.26714801,12.89,0,75.06,69
25,Male,69.6,moderately_active,maintain,57.9,1650,92.64,127.38,150.54,55.68,83.52,139.2,1.4,162.12,1,83.52,1.4,97.44,1,115.8,0.831896552,48.16681034,23.70689655,16.5,2,127.38,78
33,Male,56.7,very_active,maintain,47.7,1430,76.32,104.94,124.02,45.36,68.04,113.4,1.7,162.18,1,68.04,1.4,79.38,1,95.4,0.841269841,40.12857143,25.22045855,14.3,3,114.48,69
49,Male,77.8,moderately_active,weight_gain,59.7,1668,95.52,131.34,155.22,62.24,93.36,155.6,1.4,167.16,1,93.36,1.4,108.92,1.5,179.1,0.767352185,45.81092545,21.43958869,16.68,4,155.22,116
34,Female,38.4,extra_active,weight_loss,30.2,1026,48.32,66.44,78.52,30.72,46.08,76.8,0.8,48.32,1,46.08,1.2,46.08,1.3,78.52,0.786458333,23.75104167,26.71875,10.26,0,54.36,74
34,Male,75.6,moderately_active,weight_gain,59.8,1679,95.68,131.56,155.48,60.48,90.72,151.2,1.4,167.44,1,90.72,1.4,105.84,1.5,179.4,0.791005291,47.3021164,22.20899471,16.79,4,155.48,118
60,Male,64.2,lightly_active,weight_loss,49.4,1437,79.04,108.68,128.44,51.36,77.04,128.4,1.1,108.68,1.2,92.448,1.4,89.88,1.3,128.44,0.769470405,38.01183801,22.38317757,14.37,0,88.92,134
28,Female,55,sedentary,muscle_gain,41,1268,65.6,90.2,106.6,44,66,110,0.8,65.6,1,66,1.2,66,1,82,0.745454545,30.56363636,23.05454545,12.68,0,73.8,116
29,Female,47.1,moderately_active,weight_loss,35.7,1142,57.12,78.54,92.82,37.68,56.52,94.2,1.4,99.96,1,56.52,1.2,56.52,1.3,92.82,0.757961783,27.05923567,24.2462845,11.42,0,64.26,111
63,Male,82.9,sedentary,muscle_gain,54.4,1552,87.04,119.68,141.44,66.32,99.48,165.8,0.8,87.04,1.2,119.376,1.4,116.06,1,108.8,0.656212304,35.69794934,18.72135103,15.52,0,97.92,150
30,Male,70.4,lightly_active,weight_gain,58.5,1662,93.6,128.7,152.1,56.32,84.48,140.8,1.1,128.7,1,84.48,1.4,98.56,1.5,175.5,0.830965909,48.61150568,23.60795455,16.62,2,128.7,112
24,Male,62.5,lightly_active,weight_loss,54.3,1589,86.88,119.46,141.18,50,75,125,1.1,119.46,1,75,1.4,87.5,1.3,141.18,0.8688,47.17584,25.424,15.89,0,97.74,123
16,Male,90.8,moderately_active,weight_loss,70.3,1916,112.48,154.66,182.78,72.64,108.96,181.6,1.4,196.84,1,108.96,1.4,127.12,1.3,182.78,0.774229075,54.42830396,21.10132159,19.16,0,126.54,188
58,Female,80.6,sedentary,maintain,46.2,1386,73.92,101.64,120.12,64.48,96.72,161.2,0.8,73.92,1.2,116.064,1.2,96.72,1,92.4,0.573200993,26.48188586,17.19602978,13.86,0,83.16,92
43,Female,67.2,very_active,muscle_gain,43.8,1316,70.08,96.36,113.88,53.76,80.64,134.4,1.7,148.92,1,80.64,1.2,80.64,1,87.6,0.651785714,28.54821429,19.58333333,13.16,3,105.12,130
17,Male,71.9,very_active,weight_loss,59.7,1691,95.52,131.34,155.22,57.52,86.28,143.8,1.7,202.98,1,86.28,1.4,100.66,1.3,155.22,0.830319889,49.57009736,23.51877608,16.91,0,107.46,166
53,Male,66.8,moderately_active,muscle_gain,52.4,1509,83.84,115.28,136.24,53.44,80.16,133.6,1.4,146.72,1.2,96.192,1.4,93.52,1,104.8,0.784431138,41.10419162,22.58982036,15.09,2,115.28,144
31,Female,68.2,moderately_active,muscle_gain,46.2,1381,73.92,101.64,120.12,54.56,81.84,136.4,1.4,129.36,1,81.84,1.2,81.84,1,92.4,0.677419355,31.29677419,20.24926686,13.81,2,101.64,148
25,Female,61,lightly_active,weight_loss,44.2,1339,70.72,97.24,114.92,48.8,73.2,122,1.1,97.24,1,73.2,1.2,73.2,1.3,114.92,0.724590164,32.02688525,21.95081967,13.39,0,79.56,123
34,Male,59,sedentary,maintain,49.2,1459,78.72,108.24,127.92,47.2,70.8,118,0.8,78.72,1,70.8,1.4,82.6,1,98.4,0.833898305,41.02779661,24.72881356,14.59,0,88.56,64
26,Female,53.1,sedentary,maintain,38.7,1208,61.92,85.14,100.62,42.48,63.72,106.2,0.8,61.92,1,63.72,1.2,63.72,1,77.4,0.728813559,28.20508475,22.74952919,12.08,0,69.66,70
21,Female,55.3,lightly_active,muscle_gain,42.4,1310,67.84,93.28,110.24,44.24,66.36,110.6,1.1,93.28,1,66.36,1.2,66.36,1,84.8,0.766726944,32.50922242,23.68896926,13.1,1,84.8,115
32,Male,53.4,very_active,weight_loss,46.7,1428,74.72,102.74,121.42,42.72,64.08,106.8,1.7,158.78,1,64.08,1.4,74.76,1.3,121.42,0.874531835,40.8406367,26.74157303,14.28,0,84.06,123
30,Female,60.9,lightly_active,weight_loss,40,1232,64,88,104,48.72,73.08,121.8,1.1,88,1,73.08,1.2,73.08,1.3,104,0.65681445,26.272578,20.22988506,12.32,0,72,145
21,Female,38,sedentary,muscle_gain,30.8,1056,49.28,67.76,80.08,30.4,45.6,76,0.8,49.28,1,45.6,1.2,45.6,1,61.6,0.810526316,24.96421053,27.78947368,10.56,0,55.44,69
45,Female,72.6,lightly_active,maintain,42,1289,67.2,92.4,109.2,58.08,87.12,145.2,1.1,92.4,1,87.12,1.2,87.12,1,84,0.578512397,24.29752066,17.75482094,12.89,1,84,84
26,Female,58.5,sedentary,weight_gain,43.5,1328,69.6,95.7,113.1,46.8,70.2,117,0.8,69.6,1,70.2,1.2,70.2,1.5,130.5,0.743589744,32.34615385,22.7008547,13.28,0,78.3,104
24,Male,72.4,moderately_active,weight_loss,59.3,1677,94.88,130.46,154.18,57.92,86.88,144.8,1.4,166.04,1,86.88,1.4,101.36,1.3,154.18,0.819060773,48.57030387,23.16298343,16.77,0,106.74,168
31,Male,74.7,lightly_active,muscle_gain,59.4,1673,95.04,130.68,154.44,59.76,89.64,149.4,1.1,130.68,1,89.64,1.4,104.58,1,118.8,0.795180723,47.23373494,22.39625167,16.73,1,118.8,138
49,Female,48.7,lightly_active,maintain,34.6,1091,55.36,76.12,89.96,38.96,58.44,97.4,1.1,76.12,1,58.44,1.2,58.44,1,69.2,0.710472279,24.58234086,22.40246407,10.91,1,69.2,60
32,Female,50.5,moderately_active,muscle_gain,36.7,1155,58.72,80.74,95.42,40.4,60.6,101,1.4,102.76,1,60.6,1.2,60.6,1,73.4,0.726732673,26.67108911,22.87128713,11.55,2,80.74,111
29,Female,58.6,moderately_active,maintain,42.8,1307,68.48,94.16,111.28,46.88,70.32,117.2,1.4,119.84,1,70.32,1.2,70.32,1,85.6,0.730375427,31.26006826,22.30375427,13.07,2,94.16,73
40,Male,68.1,lightly_active,maintain,55.4,1587,88.64,121.88,144.04,54.48,81.72,136.2,1.1,121.88,1,81.72,1.4,95.34,1,110.8,0.813509545,45.06842878,23.30396476,15.87,1,110.8,73
21,Female,62.2,sedentary,weight_loss,43.7,1327,69.92,96.14,113.62,49.76,74.64,124.4,0.8,69.92,1,74.64,1.2,74.64,1.3,113.62,0.702572347,30.70241158,21.33440514,13.27,0,78.66,135
42,Male,66.4,very_active,muscle_gain,55,1585,88,121,143,53.12,79.68,132.8,1.7,187,1,79.68,1.4,92.96,1,110,0.828313253,45.55722892,23.87048193,15.85,3,132,141
31,Male,75,sedentary,weight_loss,60.7,1703,97.12,133.54,157.82,60,90,150,0.8,97.12,1,90,1.4,105,1.3,157.82,0.809333333,49.12653333,22.70666667,17.03,0,109.26,136
38,Male,49.1,very_active,weight_loss,42.6,1332,68.16,93.72,110.76,39.28,58.92,98.2,1.7,144.84,1,58.92,1.4,68.74,1.3,110.76,0.867617108,36.9604888,27.12830957,13.32,0,76.68,106
21,Male,69,moderately_active,weight_gain,57.5,1644,92,126.5,149.5,55.2,82.8,138,1.4,161,1,82.8,1.4,96.6,1.5,172.5,0.833333333,47.91666667,23.82608696,16.44,4,149.5,100
28,Male,68.5,very_active,weight_loss,56,1605,89.6,123.2,145.6,54.8,82.2,137,1.7,190.4,1,82.2,1.4,95.9,1.3,145.6,0.817518248,45.7810219,23.43065693,16.05,0,100.8,135
17,Female,74.2,very_active,weight_loss,50.4,1492,80.64,110.88,131.04,59.36,89.04,148.4,1.7,171.36,1,89.04,1.2,89.04,1.3,131.04,0.679245283,34.23396226,20.10781671,14.92,0,90.72,171
33,Male,56.3,sedentary,weight_loss,47.1,1414,75.36,103.62,122.46,45.04,67.56,112.6,0.8,75.36,1,67.56,1.4,78.82,1.3,122.46,0.836589698,39.40337478,25.11545293,14.14,0,84.78,123
50,Male,67.4,lightly_active,muscle_gain,51.6,1486,82.56,113.52,134.16,53.92,80.88,134.8,1.1,113.52,1.2,97.056,1.4,94.36,1,103.2,0.765578635,39.50385757,22.04747774,14.86,1,103.2,140
42,Male,72.9,sedentary,weight_loss,57.8,1634,92.48,127.16,150.28,58.32,87.48,145.8,0.8,92.48,1,87.48,1.4,102.06,1.3,150.28,0.792866941,45.82770919,22.41426612,16.34,0,104.04,136
32,Male,78.4,lightly_active,maintain,57.8,1639,92.48,127.16,150.28,62.72,94.08,156.8,1.1,127.16,1,94.08,1.4,109.76,1,115.6,0.737244898,42.6127551,20.90561224,16.39,1,115.6,87
34,Female,51,sedentary,muscle_gain,37.5,1179,60,82.5,97.5,40.8,61.2,102,0.8,60,1,61.2,1.2,61.2,1,75,0.735294118,27.57352941,23.11764706,11.79,0,67.5,94
68,Male,70,lightly_active,maintain,48.4,1398,77.44,106.48,125.84,56,84,140,1.1,106.48,1.2,100.8,1.4,98,1,96.8,0.691428571,33.46514286,19.97142857,13.98,1,96.8,86
37,Male,72,moderately_active,weight_loss,58.3,1650,93.28,128.26,151.58,57.6,86.4,144,1.4,163.24,1,86.4,1.4,100.8,1.3,151.58,0.809722222,47.20680556,22.91666667,16.5,0,104.94,137
55,Female,59.6,lightly_active,maintain,39.2,1192,62.72,86.24,101.92,47.68,71.52,119.2,1.1,86.24,1.2,85.824,1.2,71.52,1,78.4,0.657718121,25.78255034,20,11.92,1,78.4,60
40,Female,52,sedentary,weight_gain,36,1125,57.6,79.2,93.6,41.6,62.4,104,0.8,57.6,1,62.4,1.2,62.4,1.5,108,0.692307692,24.92307692,21.63461538,11.25,0,64.8,84
18,Female,61.3,sedentary,weight_loss,43.2,1319,69.12,95.04,112.32,49.04,73.56,122.6,0.8,69.12,1,73.56,1.2,73.56,1.3,112.32,0.704730832,30.44437194,21.51712887,13.19,0,77.76,136
30,Female,69.6,lightly_active,maintain,46.1,1381,73.76,101.42,119.86,55.68,83.52,139.2,1.1,101.42,1,83.52,1.2,83.52,1,92.2,0.662356322,30.53462644,19.84195402,13.81,1,92.2,79
31,Female,38,sedentary,muscle_gain,29.3,992,46.88,64.46,76.18,30.4,45.6,76,0.8,46.88,1,45.6,1.2,45.6,1,58.6,0.771052632,22.59184211,26.10526316,9.92,0,52.74,83
23,Male,70.4,lightly_active,weight_gain,56.7,1620,90.72,124.74,147.42,56.32,84.48,140.8,1.1,124.74,1,84.48,1.4,98.56,1.5,170.1,0.805397727,45.66605114,23.01136364,16.2,2,124.74,109
28,Female,64.1,moderately_active,muscle_gain,43.2,1311,69.12,95.04,112.32,51.28,76.92,128.2,1.4,120.96,1,76.92,1.2,76.92,1,86.4,0.673946958,29.11450858,20.4524181,13.11,2,95.04,134
26,Female,64.4,moderately_active,weight_gain,46.6,1395,74.56,102.52,121.16,51.52,77.28,128.8,1.4,130.48,1,77.28,1.2,77.28,1.5,139.8,0.723602484,33.71987578,21.66149068,13.95,4,121.16,103
61,Female,68.2,sedentary,weight_gain,39.4,1204,63.04,86.68,102.44,54.56,81.84,136.4,0.8,63.04,1.2,98.208,1.2,81.84,1.5,118.2,0.57771261,22.76187683,17.65395894,12.04,0,70.92,116
21,Female,47.3,sedentary,weight_loss,37.7,1217,60.32,82.94,98.02,37.84,56.76,94.6,0.8,60.32,1,56.76,1.2,56.76,1.3,98.02,0.797040169,30.04841438,25.72938689,12.17,0,67.86,111
22,Female,58.4,moderately_active,weight_loss,42.2,1294,67.52,92.84,109.72,46.72,70.08,116.8,1.4,118.16,1,70.08,1.2,70.08,1.3,109.72,0.72260274,30.49383562,22.15753425,12.94,0,75.96,134
